Outlet_Identifier,Outlet_Age,Item_Weight,Item_Visibility,Item_MRP,Item_Visibility_Log,Item_Outlet_Sales,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,MRP_Bucket_Low,MRP_Bucket_Medium,MRP_Bucket_High,MRP_Bucket_Very_High,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Weight_Bucket_Low,Weight_Bucket_Mode,Weight_Bucket_High,Item_Category_Drinks,Item_Category_Food,Item_Category_Non-Consumables,Visibility_Bucket_Low,Visibility_Bucket_Medium,Visibility_Bucket_High
5,28,12.857645184135976,0.011937183,184.7924,-3.6123082178025943,4442.2176,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
1,26,14.75,0.032862976,238.6906,-3.415408604436135,4278.4308,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
9,14,12.15,0.015484763,211.9928,-3.6123082178025943,631.1784,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,26,6.59,0.026163192,121.5098,-3.6123082178025943,602.549,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
8,16,12.6,0.073920438,255.6356,-2.6047659263415874,2797.6916,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
4,28,12.857645184135976,0.086352403,149.8734,-2.4493186461721415,445.4202,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5,28,12.857645184135976,0.03976832,83.9908,-3.2246846635514497,2348.9424,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
5,28,12.857645184135976,0.015950066,47.7402,-3.6123082178025943,1975.4286,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
5,28,12.857645184135976,0.082002559,59.2588,-2.501004824887749,1374.2112,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
1,26,7.325,0.093307668,92.7146,-2.371852988010787,2006.7212,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
4,28,12.857645184135976,0.143199389,175.837,-1.943517291224471,352.874,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
9,14,15.1,0.019965179,130.531,-3.6123082178025943,908.817,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
5,28,12.857645184135976,0.116108797,164.121,-2.1532276222615936,6035.477,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
1,26,8.51,0.078339081,172.9422,-2.5467086817297773,1379.5376,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
4,28,12.857645184135976,0.237651344,170.2106,-1.436950620562558,171.1106,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,6,20.35,0.031102571,257.2672,-3.470464794403537,2045.3376,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3,4,17.85,0.018097419,96.9094,-3.6123082178025943,1332.9316,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
3,4,18.25,0.078041216,258.4962,-2.550518181595674,2848.9582,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
1,26,17.6,0.08226356,160.492,-2.497827039703219,1278.336,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
8,16,10.895,0.026880159,106.428,-3.6123082178025943,1491.392,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0,15,11.85,0.222063351,99.6726,-1.5047925729538014,195.7452,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
5,28,12.857645184135976,0.142589751,35.919,-1.9477836459551505,585.904,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
3,4,14.1,0.126292985,88.6198,-2.069150793527687,1133.8574,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
6,9,15.15,0.012260981,131.7284,-3.6123082178025943,1186.4556,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
0,15,17.25,0.05869048,91.612,-2.8354777458799947,93.212,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
3,4,17.6,0.018982338,237.059,-3.6123082178025943,2836.308,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
8,16,14.6,0.059405152,179.6976,-2.82337432236798,3621.952,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
6,9,10.1,0.027059264,76.467,-3.6097258554268326,1761.041,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6,9,10.5,0.071244438,119.2098,-2.641638526038359,1325.6078,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
6,9,12.6,0.007455054,186.9556,-3.6123082178025943,3942.8676,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0
8,16,18.7,0.046088273,153.6682,-3.077196743118809,3506.7686,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3,4,5.985,0.096185556,127.1678,-2.3414760781135904,3560.6984,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
8,16,12.1,0.11487406,221.4114,-2.163918881147165,5099.3622,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
9,14,13.0,0.083643716,196.0426,-2.4811889769055124,2570.6538,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7,11,19.2,0.022965292,181.695,-3.6123082178025943,2563.33,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
7,11,5.78,0.014584584,146.3102,-3.6123082178025943,2187.153,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6,9,7.17,0.059716729,130.9968,-2.818143080081799,2348.9424,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8,16,20.85,0.062224479,88.1514,-2.777006803604032,1682.4766,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
9,14,18.75,0.034360687,215.7218,-3.370842187886685,4274.436,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
1,26,7.5,0.050708743,123.4072,-2.9816569374926916,3185.1872,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
7,11,10.395,0.036957777,230.5352,-3.2979791801213993,4580.704,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8,16,12.8,0.023530953,223.5404,-3.6123082178025943,1800.3232,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,26,11.65,0.058681957,170.4422,-2.8356229758885525,517.3266,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
2,6,20.2,0.064728148,258.0646,-2.7375591179880496,5668.6212,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6,9,11.35,0.0,103.0016,-3.6123082178025943,2125.2336,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,15,8.71,0.120773451,186.5924,-2.1138387941258805,555.2772,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
7,11,8.31,0.115911972,177.3028,-2.1549242380263096,1948.1308,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,15,19.0,0.10985775,188.8214,-2.2085689318890807,188.4214,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
7,11,7.5,0.050853901,121.7072,-2.9787984435992017,367.5216,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8,16,6.525,0.090295708,84.6882,-2.404665350142847,601.2174,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
4,28,12.857645184135976,0.029084548,122.0098,-3.5375482423968654,361.5294,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
5,28,12.857645184135976,0.026769592,77.0354,-3.6123082178025943,2332.2974,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0
9,14,6.985,0.137580452,182.8608,-1.9835464275284214,4042.7376,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7,11,11.3,0.066816565,192.2478,-2.7058042501393413,1356.2346,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,15,6.115,0.01179078,189.053,-3.6123082178025943,948.765,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,15,9.5,0.036921781,194.2452,-3.29895363107435,782.9808,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
7,11,15.7,0.122742389,134.2942,-2.097667518303159,1192.4478,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
8,16,16.0,0.089971292,143.2154,-2.408264637313882,1701.7848,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,4,13.1,0.099186992,198.7768,-2.3107484023217313,3153.2288,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
5,28,12.857645184135976,0.0,39.0164,-3.6123082178025943,1042.6428,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
2,6,16.85,0.036596012,90.6488,-3.307816006260213,633.8416,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
4,28,12.857645184135976,0.041821227,107.628,-3.1743512453833653,213.056,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,15,14.85,0.016635488,157.563,-3.6123082178025943,312.926,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
7,11,18.2,0.090084098,197.211,-2.407011622730323,3142.576,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
9,14,11.0,0.008960445,119.1756,-3.6123082178025943,1696.4584,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2,6,21.1,0.162418495,64.9168,-1.8175789722710367,639.168,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
0,15,15.2,0.056237906,110.7912,-2.878164265458821,109.1912,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
5,28,12.857645184135976,0.071498575,37.7506,-2.6380777595507117,796.9626,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
9,14,9.06,0.009791467,213.256,-3.6123082178025943,4687.232,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,26,11.5,0.072820885,191.253,-2.6197524830540995,3036.048,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
6,9,11.15,0.073354286,66.8142,-2.6124543439257333,2372.9112,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7,11,13.5,0.068010049,57.2562,-2.688099805312567,770.3306,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
8,16,15.1,0.087406863,221.8456,-2.4371814753760375,663.1368,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
9,14,8.3,0.030198228,98.2384,-3.499972031819476,2167.8448,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
9,14,14.15,0.024442501,196.411,-3.6123082178025943,2749.754,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
5,28,12.857645184135976,0.033436336,107.3912,-3.3981120661467896,3057.3536,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
8,16,8.365,0.039844429,190.1188,-3.2227726827659153,1904.188,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
9,14,11.85,0.055805027,53.0666,-2.8858913240469617,512.666,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
6,9,19.6,0.047888606,42.277,-3.0388776734246314,605.878,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
9,14,19.0,0.065735977,189.6214,-2.7221089082376975,2826.321,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9,14,18.25,0.076089711,212.9218,-2.5758422269347077,3846.9924,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9,14,19.85,0.020908608,63.5194,-3.6123082178025943,557.2746,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
7,11,12.85,0.030678825,251.704,-3.484182601782331,3542.056,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
5,28,12.857645184135976,0.111381428,106.7622,-2.194794679929558,2964.1416,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
3,4,19.6,0.039738393,163.7526,-3.225437480522097,2960.1468,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
2,6,15.7,0.01903743,60.5536,-3.6123082178025943,490.0288,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
8,16,13.3,0.06356617,151.3708,-2.7556738683937474,3611.2992,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
3,4,10.395,0.112553853,59.022,-2.184323478541432,1378.206,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
6,9,10.5,0.013493914,143.7154,-3.6123082178025943,3119.9388,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
8,16,19.35,0.118102769,224.8088,-2.1362001098216723,2013.3792,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,26,14.1,0.06682033,198.9084,-2.705747903424596,4761.8016,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
8,16,8.6,0.040205535,188.753,-3.213750606267923,7590.12,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7,11,17.1,0.038816115,166.4842,-3.248919783529091,1326.2736,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
5,28,12.857645184135976,0.076348933,32.8558,-2.5724412225297524,713.0718,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
9,14,20.5,0.032819637,38.9822,-3.416728253710426,982.055,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
9,14,15.1,0.096249842,134.4942,-2.3408079473740324,2119.9072,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,6,6.69,0.0,176.937,-3.6123082178025943,4234.488,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
5,28,12.857645184135976,0.0,121.044,-3.6123082178025943,2396.88,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1,26,7.905,0.010003987,250.7408,-3.6123082178025943,5757.8384,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
8,16,18.0,0.124452048,118.5124,-2.083834793895745,1303.6364,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,6,7.84,0.154363209,50.835,-1.8684469534642842,599.22,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2,6,15.15,0.066551268,144.676,-2.709782680979178,3954.852,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,15,15.2,0.173703549,175.8054,-1.7504051741648745,1050.6324,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
8,16,19.85,0.054025644,197.2768,-2.918296456253016,6503.5344,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
5,28,12.857645184135976,0.03523927,231.601,-3.3455941932252,5972.226,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
8,16,7.325,0.093385381,91.3146,-2.3710204663405396,1641.8628,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7,11,5.88,0.024937792,148.4392,-3.6123082178025943,2087.9488,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
6,9,10.695,0.060654268,174.7712,-2.8025652750869607,3339.6528,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
5,28,12.857645184135976,0.06912336,106.0938,-2.6718625445567077,2787.0388,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
8,16,20.25,0.025953257,179.5976,-3.6123082178025943,2535.3664,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
2,6,8.05,0.07884393,257.0646,-2.540284950146979,8760.5964,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
6,9,11.65,0.033851785,112.186,-3.3857635483701523,1018.674,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7,11,19.35,0.118342285,222.6088,-2.134174133148664,1789.6704,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6,9,7.235,0.058121214,115.8834,-2.8452245526798956,1382.2008,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
6,9,12.15,0.015457803,209.9928,-3.6123082178025943,5259.82,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,26,8.615,0.116152226,94.1436,-2.1528536550763535,1512.6976,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
8,16,6.765,0.087260103,105.0306,-2.438861930906898,2090.612,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8,16,10.3,0.0111263,87.254,-3.6123082178025943,1211.756,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2,6,13.15,0.038167453,89.4856,-3.265772142248096,1230.3984,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6,9,8.84,0.076547632,109.5228,-2.569842091386957,1657.842,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
7,11,8.26,0.0,122.573,-3.6123082178025943,739.038,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
3,4,20.1,0.074931201,108.9228,-2.591184906441296,1105.228,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
6,9,9.695,0.0,185.1898,-3.6123082178025943,2619.2572,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
8,16,18.85,0.16758389,194.6136,-1.78627121727252,2721.7904,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
9,14,18.25,0.054318517,140.9154,-2.9128900972825837,6381.693,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5,28,12.857645184135976,0.060800116,44.4744,-2.800163582117099,769.6648,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
1,26,5.32,0.0,101.7674,-3.6123082178025943,1120.5414,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
6,9,8.115,0.032152786,157.3972,-3.4372561757543485,1869.5664,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8,16,15.1,0.055840055,139.8496,-2.885263835571485,1411.496,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
2,6,8.42,0.070968081,215.9192,-2.6455250664050167,1941.4728,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
6,9,9.0,0.081996013,216.2534,-2.501084654851189,4301.068,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3,4,8.18,0.082737261,57.3588,-2.492085222195143,343.5528,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
5,28,12.857645184135976,0.011206632,191.4188,-3.6123082178025943,3998.7948,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
7,11,15.35,0.014047825,36.719,-3.6123082178025943,585.904,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,26,20.6,0.045982389,177.0344,-3.0794968036240684,535.3032,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1,26,9.3,0.042256257,124.4388,-3.164002841469332,1609.9044,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
9,14,19.6,0.0,42.877,-3.6123082178025943,649.155,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6,9,11.3,0.056424146,247.8118,-2.87485809152821,2223.1062,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
5,28,12.857645184135976,0.170254469,124.8704,-1.7704610846641382,2127.8968,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
6,9,15.3,0.084749164,215.5218,-2.4680593970770146,4060.7142,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,6,8.235,0.014541462,184.495,-3.6123082178025943,3844.995,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0
8,16,15.2,0.091763303,228.5352,-2.388542810732143,1832.2816,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
5,28,12.857645184135976,0.069851683,110.9912,-2.661381099081245,1310.2944,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
7,11,9.0,0.039004193,37.019,-3.2440861258110667,659.142,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7,11,9.0,0.05060313,150.9024,-2.983741846894316,4402.2696,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
6,9,15.35,0.113195815,190.8504,-2.1786360838611247,3643.2576,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
4,28,12.857645184135976,0.134327613,35.0558,-2.0074735897368017,33.9558,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
6,9,20.1,0.054584207,193.382,-2.9080106871561116,4247.804,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
0,15,10.3,0.018623146,87.854,-3.6123082178025943,259.662,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
6,9,12.35,0.093278912,118.7124,-2.3721612202558675,2607.2728,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,11,8.88,0.086957199,152.5682,-2.4423392468995346,1372.2138,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,15,15.85,0.13689554,176.437,-1.9885371257428959,529.311,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
3,4,14.1,0.090043082,140.1496,-2.4074670342979596,846.8976,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
7,11,20.25,0.014251461,148.6418,-3.6123082178025943,2648.5524,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
9,14,16.5,0.035711426,93.612,-3.332284585381138,1584.604,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
8,16,13.6,0.043655155,156.7946,-3.131433905158724,3629.2758,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
5,28,12.857645184135976,0.108568067,42.9112,-2.2203779570785067,809.6128,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
0,15,20.35,0.090480214,119.5466,-2.4026240820134968,117.8466,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
6,9,7.275,0.027942357,145.076,-3.5776115693699246,1611.236,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6,9,19.7,0.041730507,109.2912,-3.1765228349197705,2402.2064,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
5,28,12.857645184135976,0.099589909,109.1886,-2.306694434785366,4225.1668,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
